diamond_id,size,color,fancy_color_dominant_color,fancy_color_secondary_color,fancy_color_overtone,fancy_color_intensity,clarity,cut,symmetry,polish,depth_percent,table_percent,meas_length,meas_width,meas_depth,girdle_min,girdle_max,culet_size,culet_condition,fluor_color,fluor_intensity,lab,total_sales_price,eye_clean,date
428544705,2.58,G,Red,Red,Grayish,Fancy Intense,VS2,Poor,Excellent,Fair,3.5,7.7,15.24,9.63,10.72,TN,TK,M,Orange,Yellow,Very Slight,IGI,1120843,Yes,2008-07-17
665499104,4.34,H,Pink,Orange,Brownish,Fancy Dark,I2,Fair,Fair,Excellent,4.8,6.6,4.53,16.61,10.78,TN,XTN,L,Blue,Yellow,Strong,IGI,706922,Yes,2005-04-28
890474009,2.95,H,Black,Pink,Grayish,Fancy Dark,I1,Fair,Good,Excellent,4.3,7.6,6.38,14.95,15.22,XTN,STK,VS,Orange,Orange,Faint,GIA,527220,Yes,2007-12-15
802197763,15.29,G,Purple,Orange,Pinkish,Fancy,VVS1,Fair,Excellent,Very Good,8.2,4.6,5.17,16.07,4.8,XTK,STN,N,Orange,Yellow,Very Slight,HRD,1415070,E1,2009-03-01
438914231,0.27,K,Chameleon,Red,Pinkish,Very Light,SI1,Fair,Good,Excellent,6.0,7.1,3.64,7.72,14.9,VTN,TK,N,Orange,Blue,Faint,GIA,628623,Yes,2022-08-14
760756325,0.85,J,Black,Brown,Brownish,Fancy Deep,SI2,Very Good,Poor,Very Good,8.8,6.8,4.6,7.72,12.86,STN,VTN,N,Blue,Green,Very Strong,HRD,578260,Borderline,2009-09-28
197856894,16.3,H,Blue,Brown,Greenish,Fancy Dark,IF,Fair,Fair,Fair,0.1,6.0,7.89,11.75,10.48,TN,VTK,EL,Blue,Green,Medium,IGI,331167,Yes,2009-09-15
185884405,13.09,H,Other,Yellow,Brownish,Light,SI2,Very Good,Very Good,Excellent,2.6,5.7,4.71,3.79,15.07,M,TN,VS,Green,Blue,Faint,GIA,1000274,Yes,2005-01-28
622482519,16.32,L,Yellow,Purple,Brownish,Fancy Deep,VS2,Good,Good,Very Good,3.1,8.4,6.06,3.96,12.78,M,M,N,Green,Orange,Medium,HRD,148963,Yes,2015-05-06
121145647,17.92,L,Purple,Chameleon,Purplish,Faint,I2,Excellent,Fair,Very Good,1.9,8.3,6.2,11.5,7.13,STK,XTN,VL,White,White,Faint,HRD,999484,Yes,2009-09-26
799057477,0.77,L,Orange,Brown,Yellowish,Light,VVS2,Poor,Good,Excellent,9.6,8.9,15.08,11.5,10.61,STN,TK,L,White,White,Faint,GIA,954183,Borderline,2021-05-18
383270477,18.56,M,Gray,Blue,Orangey,Light,SI2,Excellent,Very Good,Good,8.2,0.6,9.35,7.15,12.14,VTN,M,S,Green,Blue,Very Strong,GIA,1381769,E1,2007-03-11
163692216,17.19,I,Yellow,Black,Pinkish,Fancy Light,VVS1,Excellent,Excellent,Poor,8.3,7.7,13.11,12.95,13.36,XTN,VTK,VL,White,Blue,Slight,HRD,863056,Borderline,2023-11-24
361081752,19.31,E,Gray,Yellow,Yellowish,Very Light,I1,Poor,Fair,Excellent,6.5,5.2,14.84,8.89,8.48,TK,STN,SL,Orange,Blue,Medium,GIA,1061080,E1,2024-02-24
913317721,12.08,I,Pink,Other,Grayish,Fancy,SI1,Excellent,Poor,Fair,6.1,8.2,14.71,10.37,12.12,VTN,STN,EL,White,Blue,Slight,HRD,131191,No,2017-04-03
156585011,18.93,E,Black,Chameleon,Brownish,Faint,VVS2,Fair,Good,Very Good,9.1,6.8,13.54,9.74,9.32,M,XTK,L,Orange,Yellow,Slight,GIA,807979,Yes,2020-07-05
579980818,6.08,M,Blue,Other,Orangey,Fancy Deep,SI1,Excellent,Good,Good,2.5,3.8,5.45,12.87,6.55,M,VTK,EL,Orange,Orange,Very Slight,IGI,1126472,No,2010-04-17
149339866,15.58,H,Gray,Orange,Brownish,Fancy Deep,I1,Very Good,Poor,Poor,3.7,5.5,7.67,3.63,14.51,VTN,TN,L,Yellow,Orange,Very Slight,GIA,563112,Borderline,2018-01-13
737726473,19.28,K,Red,Green,Orangey,Fancy Light,VS1,Excellent,Fair,Excellent,1.1,5.3,15.19,4.48,10.11,VTK,STK,S,White,Blue,Very Strong,GIA,1280740,Borderline,2018-04-28
955099903,17.32,M,Pink,Blue,Greenish,Fancy Vivid,SI2,Very Good,Fair,Excellent,6.6,6.8,16.31,8.17,3.24,M,VTK,L,Orange,Yellow,Slight,IGI,152343,Borderline,2020-02-22
581202405,11.25,K,Black,Pink,Yellowish,Very Light,VS1,Poor,Poor,Fair,3.7,7.0,12.05,4.07,11.86,STN,VTK,L,Orange,Blue,Faint,IGI,517126,Borderline,2004-06-21
752752509,12.41,K,Orange,Other,Grayish,Fancy Vivid,IF,Very Good,Very Good,Good,7.9,6.9,15.46,5.53,9.95,TK,VTK,EL,Blue,Yellow,Very Strong,HRD,458536,No,2017-01-20
196843221,0.65,F,Chameleon,Purple,Grayish,Fancy Intense,VS2,Excellent,Fair,Fair,5.3,8.0,5.54,15.76,8.73,TK,VTN,EL,White,Yellow,Very Strong,GIA,1283605,Yes,2020-03-09
477914047,5.84,J,Blue,Yellow,Greenish,Light,SI1,Fair,Poor,Fair,9.4,2.3,7.46,9.17,12.05,VTN,STK,VS,White,Yellow,Very Slight,IGI,1344738,E1,2017-09-24
483287697,15.1,J,Green,Gray,Greenish,Fancy Intense,I1,Poor,Good,Excellent,7.7,2.1,5.74,12.14,4.87,XTN,XTN,EL,White,Green,Slight,GIA,1172811,Yes,2011-05-21
703312565,11.43,D,Orange,Purple,Yellowish,Fancy Intense,SI3,Good,Fair,Poor,4.0,7.3,3.69,5.12,3.67,STK,STK,EL,Blue,White,Medium,GIA,462948,Borderline,2011-05-01
811921085,1.13,F,Orange,Chameleon,Yellowish,Fancy Dark,I3,Very Good,Excellent,Very Good,9.9,2.2,14.22,15.66,3.76,STN,XTN,S,Orange,White,Very Strong,IGI,188360,E1,2019-10-08
982842185,7.97,M,Brown,Brown,Orangey,Fancy,VVS1,Good,Very Good,Very Good,1.5,0.1,4.09,8.42,12.56,TK,VTN,VL,Blue,Orange,Medium,GIA,125096,Yes,2020-04-20
323107975,4.79,H,Blue,Blue,Pinkish,Very Light,VS2,Poor,Very Good,Very Good,7.2,8.5,3.78,16.26,16.2,STK,STK,VS,Green,Orange,Slight,GIA,810482,E1,2017-12-13
930133417,15.41,H,Gray,Red,Pinkish,Very Light,I3,Good,Good,Excellent,9.2,3.4,10.4,11.72,12.81,XTN,XTN,L,Green,Blue,Strong,GIA,427525,Borderline,2007-11-07
195193138,14.01,G,Gray,Black,Grayish,Light,I3,Fair,Excellent,Very Good,8.5,7.8,9.29,11.28,13.19,M,TK,N,Green,Orange,Very Slight,HRD,1050644,No,2014-08-20
915416574,9.6,J,Yellow,Red,Purplish,Fancy,I3,Very Good,Fair,Fair,2.0,2.2,12.48,8.77,15.51,STN,STK,SL,White,Orange,Very Strong,IGI,844384,Yes,2020-01-15
111488063,18.89,L,Blue,Brown,Brownish,Fancy,I2,Excellent,Very Good,Very Good,3.0,1.2,16.66,6.88,6.44,M,STN,VS,Orange,Green,Very Strong,HRD,1405852,E1,2009-06-09
941234937,7.63,K,Chameleon,Orange,Pinkish,Fancy Dark,VVS2,Fair,Excellent,Fair,0.4,0.7,8.62,5.42,12.45,XTK,STK,M,Orange,White,Strong,IGI,1447277,No,2011-05-31
179672100,12.77,K,Other,Green,Grayish,Fancy Light,VVS1,Fair,Poor,Fair,6.4,9.0,5.52,9.15,12.88,TK,XTK,N,Green,Yellow,Medium,IGI,1192584,No,2021-01-04
463831744,15.41,M,Orange,Brown,Greenish,Very Light,I1,Good,Excellent,Excellent,5.3,0.1,11.06,11.79,9.65,VTK,VTN,EL,Orange,White,Medium,GIA,760823,E1,2016-09-08
261057379,5.25,M,Yellow,Blue,Grayish,Fancy Deep,SI2,Poor,Very Good,Good,5.3,1.1,13.46,6.54,8.62,VTK,TK,L,Blue,Yellow,Very Slight,HRD,1079427,Borderline,2007-09-20
488871105,2.17,H,Green,Green,Brownish,Very Light,I1,Good,Fair,Poor,9.8,3.6,4.63,9.05,6.65,XTN,VTK,N,Blue,White,Medium,IGI,972892,E1,2014-01-11
397348474,12.44,H,Purple,Pink,Purplish,Fancy Light,SI2,Excellent,Very Good,Excellent,3.3,1.3,9.79,7.59,3.82,TN,TK,VS,Orange,Orange,Very Strong,GIA,889303,Yes,2016-08-24
526160706,17.5,E,Purple,Green,Brownish,Very Light,VS2,Excellent,Good,Very Good,2.1,3.8,4.27,16.03,3.15,STK,TK,EL,Blue,White,Very Strong,HRD,254353,No,2013-11-21
922597439,10.18,G,Purple,Yellow,Orangey,Very Light,VS1,Good,Good,Fair,9.4,0.4,14.66,12.68,7.68,STN,TN,VL,Blue,Yellow,Faint,IGI,840597,No,2011-02-13
764126777,4.95,J,Other,Purple,Brownish,Fancy Dark,I2,Excellent,Good,Poor,1.7,4.8,7.51,15.81,10.25,STK,TK,L,White,Green,Medium,HRD,580866,Yes,2006-01-18
217689723,4.95,I,Blue,Green,Orangey,Faint,IF,Good,Poor,Very Good,0.1,8.5,9.74,13.53,15.49,XTK,STK,VL,Orange,Blue,Medium,HRD,608918,No,2015-02-06
638547036,15.63,L,Blue,Purple,Purplish,Faint,SI3,Very Good,Very Good,Excellent,2.6,6.2,5.34,6.36,3.2,XTN,M,M,Yellow,Green,Very Strong,IGI,630611,No,2017-10-26
204447000,9.26,J,Red,Green,Grayish,Very Light,I3,Excellent,Good,Very Good,7.5,0.6,4.02,8.16,10.02,VTN,TK,SL,Yellow,Orange,Very Slight,IGI,304274,Borderline,2013-12-08
227913913,17.34,M,Gray,Brown,Greenish,Faint,I2,Very Good,Good,Very Good,2.2,8.4,14.69,9.89,4.63,VTK,XTN,SL,Blue,Green,Faint,GIA,273070,No,2021-03-16
668431943,11.9,K,Green,Red,Pinkish,Very Light,VS1,Good,Fair,Very Good,8.2,0.4,10.58,2.95,7.14,TN,XTK,VS,Yellow,Green,Medium,IGI,1026230,E1,2023-05-12
208537276,4.44,F,Pink,Purple,Greenish,Fancy Dark,SI2,Excellent,Fair,Very Good,5.2,4.6,5.92,3.81,6.69,XTK,VTK,VL,Yellow,Green,Faint,GIA,908613,Borderline,2021-02-05
662370983,18.28,E,Gray,Other,Grayish,Fancy Dark,I1,Excellent,Poor,Excellent,5.4,7.3,15.4,13.17,8.46,VTN,VTN,L,Blue,Yellow,Slight,GIA,706323,Yes,2012-11-30
823175535,15.48,G,Other,Orange,Greenish,Very Light,IF,Excellent,Poor,Excellent,1.1,2.6,10.53,12.98,16.19,VTN,STK,N,Orange,Orange,Very Strong,GIA,994855,Borderline,2009-05-02
687901641,10.54,K,Green,Brown,Brownish,Faint,SI3,Fair,Poor,Good,3.0,5.4,10.0,14.44,12.94,XTK,TK,N,Yellow,White,Slight,GIA,1139407,No,2022-08-10
650948724,14.36,E,Gray,Other,Pinkish,Fancy Light,I3,Very Good,Fair,Good,2.8,6.6,6.44,4.45,7.7,XTN,TN,M,Orange,Blue,Very Slight,HRD,621610,E1,2008-03-28
150255023,12.6,L,Pink,Purple,Grayish,Fancy Deep,IF,Fair,Very Good,Fair,2.6,3.4,10.77,11.38,5.96,STN,VTK,L,Green,Green,Medium,IGI,242968,No,2012-04-15
844861122,14.06,F,Yellow,Chameleon,Greenish,Fancy Vivid,VVS2,Fair,Fair,Poor,4.0,3.6,6.56,3.5,2.98,VTK,XTN,SL,Yellow,White,Very Strong,HRD,1328107,Yes,2023-10-06
532147202,18.14,L,Gray,Pink,Purplish,Fancy Dark,I3,Poor,Very Good,Poor,0.1,8.6,12.21,8.46,9.29,TK,STK,SL,Orange,Green,Faint,IGI,808947,E1,2006-11-17
998699133,4.89,I,Blue,Other,Yellowish,Fancy Dark,I3,Poor,Good,Good,1.7,0.1,5.54,6.74,9.6,TN,VTK,L,White,Yellow,Slight,GIA,465393,E1,2013-03-24
331218190,16.7,G,Green,Yellow,Greenish,Fancy Intense,VS1,Poor,Good,Good,3.7,4.9,15.81,13.54,3.4,XTN,XTN,M,Green,Green,Faint,IGI,1393918,Borderline,2015-01-04
193824419,7.63,F,Pink,Brown,Orangey,Faint,I2,Very Good,Excellent,Excellent,4.9,3.7,8.34,12.95,17.05,STN,STK,M,Orange,Orange,Very Slight,GIA,1012882,Borderline,2005-04-18
395228524,7.66,F,Orange,Yellow,Grayish,Fancy Deep,VVS2,Excellent,Excellent,Very Good,3.8,7.2,16.05,15.6,17.03,M,XTK,VL,Blue,White,Faint,HRD,36859,Borderline,2015-10-23
246902053,1.45,J,Blue,Chameleon,Orangey,Fancy Deep,IF,Poor,Good,Very Good,1.0,4.9,3.84,6.63,7.26,XTK,VTN,EL,Blue,Orange,Medium,GIA,184512,Borderline,2013-04-20
875066044,3.09,J,Pink,Red,Brownish,Fancy,SI3,Excellent,Fair,Excellent,4.7,3.8,8.73,14.79,4.48,TN,XTN,N,Yellow,Yellow,Very Slight,GIA,78662,E1,2007-09-21
298267030,2.62,G,Blue,Green,Brownish,Very Light,SI2,Good,Good,Good,7.5,5.5,8.44,4.84,5.33,TN,VTK,VL,Green,Green,Very Slight,HRD,855253,E1,2017-05-20
554674436,11.19,F,Gray,Chameleon,Yellowish,Faint,I3,Very Good,Very Good,Very Good,1.2,3.9,10.18,13.46,13.89,VTK,VTN,S,Yellow,Yellow,Faint,GIA,772074,E1,2014-04-28
761249692,11.58,D,Gray,Black,Purplish,Fancy Deep,SI3,Very Good,Poor,Good,0.5,7.6,8.32,7.4,16.21,TN,TN,VL,Green,Green,Slight,IGI,48809,Yes,2020-02-11
748710350,7.67,J,Pink,Black,Purplish,Fancy Light,IF,Poor,Excellent,Poor,2.8,8.5,5.76,7.56,17.02,M,STK,S,Orange,Yellow,Very Slight,HRD,843243,E1,2009-04-14
773324074,0.19,H,Purple,Black,Yellowish,Fancy Intense,I3,Very Good,Excellent,Good,8.4,1.7,16.28,7.85,11.73,TK,TK,M,White,White,Very Strong,HRD,91164,Borderline,2022-06-13
968421711,4.19,F,Gray,Black,Orangey,Fancy Light,SI3,Good,Very Good,Poor,3.2,7.1,5.86,4.81,16.68,XTK,XTK,N,Green,Yellow,Faint,HRD,47709,Borderline,2006-12-05
320857717,18.04,J,Pink,Red,Orangey,Fancy,VVS2,Poor,Good,Poor,8.1,3.5,13.05,16.99,16.76,XTN,XTK,N,White,Green,Very Strong,HRD,103863,Yes,2014-04-05
491981331,7.77,H,Red,Blue,Pinkish,Fancy Deep,SI3,Very Good,Good,Poor,4.8,2.3,9.21,3.26,10.61,M,VTK,N,White,Blue,Very Slight,IGI,791955,E1,2018-05-12
687287918,14.08,L,Black,Chameleon,Brownish,Fancy Intense,I2,Fair,Very Good,Very Good,1.8,6.3,9.22,12.4,8.14,XTN,STN,M,Blue,Blue,Strong,GIA,636252,No,2024-02-17
109488980,3.23,I,Brown,Brown,Orangey,Fancy Deep,SI2,Very Good,Good,Very Good,8.1,1.2,6.83,6.82,9.67,XTK,XTK,EL,White,Orange,Very Strong,HRD,125524,Yes,2006-08-02
511824655,0.63,H,Brown,Other,Pinkish,Fancy Light,I3,Good,Excellent,Very Good,5.1,5.6,16.37,3.09,12.37,VTN,VTN,M,Blue,Blue,Slight,GIA,595350,Borderline,2011-01-03
331593603,3.32,H,Purple,Purple,Greenish,Fancy Intense,SI2,Good,Good,Fair,8.5,1.6,3.5,5.65,8.67,XTK,TK,EL,Yellow,Yellow,Very Slight,GIA,440785,E1,2006-05-13
190310906,15.41,K,Red,Brown,Brownish,Fancy Intense,SI2,Very Good,Excellent,Very Good,8.9,3.3,15.84,10.64,8.74,VTK,VTN,VS,Green,Yellow,Faint,GIA,31639,E1,2019-08-20
880328638,15.82,H,Purple,Green,Grayish,Very Light,VVS2,Fair,Good,Fair,2.3,2.9,15.07,14.18,10.14,STN,STN,EL,Orange,Green,Faint,IGI,731370,Borderline,2014-03-23
506230581,3.06,I,Blue,Red,Orangey,Fancy Dark,VVS1,Very Good,Excellent,Poor,3.5,7.2,16.69,12.05,10.51,M,XTN,N,Green,Blue,Medium,HRD,1004991,E1,2019-03-26
303750432,6.22,L,Other,Red,Grayish,Very Light,VVS2,Excellent,Fair,Excellent,6.9,5.6,3.21,14.55,15.73,STN,M,S,Yellow,Orange,Strong,GIA,1268451,Yes,2019-01-21
195902116,5.41,J,Orange,Yellow,Orangey,Very Light,I3,Poor,Excellent,Excellent,1.8,3.9,6.6,14.69,3.25,TK,VTN,N,Blue,Yellow,Slight,HRD,1355470,No,2009-12-24
327791959,1.96,G,Green,Green,Brownish,Very Light,VS2,Very Good,Poor,Fair,7.7,5.0,16.54,14.73,13.42,TK,STN,EL,Green,Yellow,Slight,IGI,89274,E1,2004-09-16
354924060,3.64,H,Gray,Chameleon,Pinkish,Fancy Dark,I1,Good,Fair,Poor,3.9,7.1,11.18,8.5,8.21,XTN,TK,VS,Blue,White,Medium,IGI,1274091,Yes,2008-09-04
532735591,5.7,G,Orange,Gray,Grayish,Fancy Vivid,VS1,Very Good,Good,Good,2.8,5.4,8.68,13.85,14.76,TK,VTN,EL,Orange,Blue,Very Slight,IGI,1406782,Yes,2008-09-07
299174169,5.61,L,Orange,Chameleon,Brownish,Light,SI2,Fair,Excellent,Fair,4.2,1.7,13.71,6.61,4.02,M,TK,EL,White,White,Slight,IGI,942196,Yes,2017-03-13
581889288,6.58,H,Orange,Blue,Purplish,Fancy Light,I1,Good,Poor,Excellent,3.1,1.3,16.57,8.48,15.6,STK,STK,VS,Yellow,Yellow,Slight,GIA,650049,No,2019-04-02
743027866,7.42,I,Gray,Green,Grayish,Fancy Dark,VS2,Good,Excellent,Very Good,6.8,5.8,16.17,12.89,8.91,M,VTK,N,White,Blue,Slight,IGI,1051264,Borderline,2015-09-02
387070736,13.26,J,Green,Brown,Yellowish,Faint,VS1,Fair,Good,Good,6.5,5.8,11.09,5.25,8.5,XTN,STN,N,Yellow,Orange,Medium,GIA,916829,Borderline,2006-06-30
256062590,9.1,H,Purple,Blue,Pinkish,Fancy Dark,I3,Excellent,Poor,Good,2.0,3.5,8.16,12.18,5.43,VTN,XTK,VS,Orange,Yellow,Strong,HRD,73560,Yes,2018-04-03
703164940,1.27,L,Brown,Gray,Purplish,Fancy Vivid,IF,Fair,Poor,Poor,5.7,7.4,4.9,2.94,12.59,TK,STN,L,Blue,Blue,Very Slight,GIA,1279175,No,2017-04-19
580208878,8.8,F,Pink,Gray,Yellowish,Fancy Vivid,VVS2,Very Good,Fair,Poor,7.8,0.9,10.99,11.85,14.65,XTK,STK,S,Green,Blue,Faint,HRD,1093134,Yes,2015-05-22
548098540,0.18,D,Blue,Yellow,Pinkish,Faint,I1,Fair,Fair,Fair,6.8,4.3,4.75,14.03,9.7,M,M,L,Yellow,Green,Medium,IGI,611594,No,2016-11-21
206279350,6.34,H,Blue,Black,Grayish,Fancy Deep,I3,Very Good,Fair,Good,6.1,3.7,4.2,5.53,12.59,M,M,VS,White,Orange,Very Slight,GIA,1421047,Borderline,2022-03-27
996236927,1.38,I,Other,Blue,Grayish,Fancy Dark,I1,Good,Poor,Good,4.5,2.8,10.88,14.09,11.08,TN,M,L,Blue,White,Faint,HRD,1379882,Borderline,2020-04-20
111499447,1.66,H,Gray,Black,Yellowish,Fancy,VS2,Fair,Fair,Excellent,7.1,8.5,15.14,12.28,11.58,STN,STN,VL,White,Blue,Medium,IGI,86823,Yes,2014-02-08
887132246,8.6,M,Purple,Red,Yellowish,Faint,SI2,Very Good,Poor,Fair,2.6,3.3,4.02,15.34,3.12,STN,VTK,SL,Yellow,Blue,Slight,GIA,1257067,E1,2015-02-17
922490948,17.9,L,Purple,Other,Greenish,Light,SI2,Fair,Good,Poor,9.2,1.8,16.09,14.47,3.93,M,TK,VL,Orange,Green,Strong,HRD,3735,Borderline,2005-07-19
290534290,17.12,J,Orange,Black,Purplish,Very Light,VVS1,Good,Poor,Fair,5.7,4.1,16.43,9.66,9.48,M,STK,SL,White,Yellow,Strong,GIA,1335992,Borderline,2013-05-07
769943197,3.45,F,Other,Brown,Pinkish,Fancy Dark,SI2,Good,Excellent,Very Good,2.9,0.4,7.53,3.01,13.8,TN,TK,L,White,Yellow,Very Slight,GIA,987019,E1,2010-04-14
557395458,9.86,K,Green,Purple,Grayish,Fancy Light,VS2,Poor,Very Good,Very Good,8.2,3.3,5.07,13.6,4.6,STN,VTK,S,White,White,Strong,HRD,643591,Yes,2023-07-09
334888578,7.69,J,Blue,Gray,Pinkish,Light,I1,Good,Very Good,Poor,8.2,3.3,8.32,15.17,3.31,M,XTN,S,Yellow,Green,Very Strong,IGI,1372654,Borderline,2008-12-09
949124691,8.98,H,Black,Pink,Brownish,Very Light,VVS1,Fair,Poor,Fair,5.3,4.4,3.69,15.07,13.75,XTN,M,VS,Yellow,White,Very Slight,HRD,350959,Yes,2019-04-15
281445224,10.75,G,Pink,Pink,Pinkish,Fancy Vivid,I1,Excellent,Poor,Excellent,5.5,0.1,15.44,4.79,15.71,VTN,STN,SL,Orange,Orange,Strong,GIA,433242,Borderline,2008-10-20
319165267,2.21,I,Red,Brown,Orangey,Fancy,SI1,Fair,Very Good,Poor,8.3,6.5,2.86,14.87,13.9,XTN,STN,VL,Blue,Blue,Faint,HRD,988067,E1,2007-12-22
741437374,6.35,H,Green,Other,Greenish,Fancy Light,VS2,Very Good,Good,Fair,0.2,6.4,3.57,10.15,16.37,STK,STN,S,Yellow,Blue,Very Slight,IGI,494922,Yes,2013-11-18
580922804,18.62,H,Black,Black,Pinkish,Very Light,SI2,Good,Good,Excellent,9.6,3.6,15.29,15.21,11.73,TN,TK,M,Yellow,Orange,Very Slight,HRD,1284439,No,2012-07-08
983292122,17.44,I,Orange,Yellow,Purplish,Fancy Light,IF,Fair,Very Good,Very Good,7.2,3.2,11.31,6.67,14.87,STN,VTN,SL,Yellow,Green,Slight,GIA,1192636,E1,2005-01-13
215755091,2.75,F,Orange,Black,Purplish,Fancy Light,SI2,Excellent,Poor,Excellent,5.8,0.6,10.26,8.67,16.95,STK,STN,EL,Green,White,Medium,HRD,556243,E1,2021-11-14
963653732,10.13,H,Chameleon,Yellow,Brownish,Fancy Dark,VVS1,Fair,Excellent,Very Good,9.6,4.4,12.24,4.07,14.8,VTK,TK,L,Green,White,Very Slight,IGI,1067379,Borderline,2010-06-09
591992046,5.49,M,Chameleon,Orange,Pinkish,Fancy Deep,SI1,Excellent,Fair,Very Good,2.5,9.3,13.5,5.88,16.58,STK,XTK,VS,Orange,Yellow,Faint,GIA,1268169,E1,2014-09-30
806535615,18.39,L,Orange,Black,Orangey,Fancy Dark,VS2,Poor,Poor,Fair,4.8,9.4,14.03,14.56,10.68,XTN,M,N,White,Orange,Medium,GIA,307197,Borderline,2009-12-28
902111511,15.53,F,Gray,Other,Orangey,Fancy Vivid,I1,Excellent,Poor,Excellent,5.1,8.1,4.6,14.47,9.89,TK,XTK,L,White,Green,Slight,GIA,575319,Yes,2022-07-03
260053192,2.43,K,Orange,Other,Greenish,Very Light,SI3,Poor,Very Good,Good,5.6,1.2,15.35,16.96,13.15,XTK,VTK,SL,Blue,Orange,Very Strong,GIA,559804,Borderline,2011-02-02
817737558,1.02,D,Orange,Gray,Orangey,Fancy,SI2,Very Good,Good,Very Good,0.6,5.9,6.98,15.26,3.52,TN,VTK,SL,Green,Green,Slight,IGI,432168,Borderline,2016-11-13
522148972,0.4,G,Green,Green,Brownish,Fancy Intense,SI2,Good,Good,Good,3.7,4.4,16.36,3.68,5.99,XTN,XTK,L,Green,Blue,Very Strong,IGI,1101714,No,2010-12-24
196115025,8.68,H,Purple,Gray,Purplish,Fancy Dark,SI1,Excellent,Good,Fair,6.6,6.5,3.52,6.87,6.86,TK,M,N,Yellow,Green,Faint,GIA,872068,Borderline,2022-02-15
530038646,1.67,G,Green,Green,Pinkish,Fancy,I3,Excellent,Fair,Poor,5.6,1.7,7.96,13.18,7.72,XTK,STK,VL,White,Green,Slight,IGI,735129,Borderline,2023-01-27
631953883,18.2,I,Blue,Orange,Pinkish,Fancy Light,VS2,Very Good,Poor,Very Good,1.0,7.4,6.96,8.23,5.32,STK,VTN,S,White,Orange,Medium,HRD,1067323,No,2012-03-15
586270700,16.96,K,Red,Black,Grayish,Fancy,SI1,Poor,Excellent,Poor,5.4,7.7,10.17,9.55,6.86,VTK,VTN,L,White,Blue,Very Strong,GIA,135408,No,2019-07-25
362775555,9.87,J,Green,Blue,Purplish,Fancy Dark,SI1,Excellent,Excellent,Excellent,7.7,7.8,5.63,14.64,4.96,XTK,STN,VS,Yellow,White,Strong,HRD,933582,E1,2011-07-22
682428948,15.33,F,Black,Black,Greenish,Faint,VVS1,Poor,Poor,Very Good,5.3,5.9,7.77,16.51,3.21,M,VTN,VL,Orange,Green,Very Strong,GIA,1214449,Borderline,2015-09-28
878657015,5.27,F,Purple,Other,Pinkish,Light,VVS2,Poor,Excellent,Good,8.5,6.1,8.26,9.1,5.2,TN,M,L,White,Yellow,Very Slight,HRD,1343717,Yes,2009-08-14
712870136,3.21,G,Orange,Pink,Grayish,Faint,SI2,Good,Very Good,Poor,2.4,3.0,4.39,13.05,4.78,M,VTN,M,White,Yellow,Medium,GIA,482548,E1,2004-06-10
376249297,0.63,J,Gray,Red,Pinkish,Fancy Light,IF,Fair,Fair,Fair,8.8,7.7,16.49,10.84,12.87,TK,XTN,VL,Yellow,Blue,Slight,HRD,576999,E1,2019-03-20
714161934,7.65,H,Pink,Black,Greenish,Faint,I1,Good,Good,Excellent,5.6,0.4,15.98,9.56,11.22,VTN,STN,L,Blue,Green,Very Strong,HRD,890364,Borderline,2010-07-23
773412836,12.58,D,Gray,Red,Orangey,Fancy Light,SI1,Excellent,Poor,Very Good,0.1,6.2,14.15,11.15,14.39,VTN,TK,VL,White,White,Slight,HRD,978355,E1,2006-11-03
736251028,4.5,J,Brown,Red,Greenish,Fancy Intense,SI3,Fair,Fair,Fair,7.8,3.4,14.27,13.11,14.43,STN,STN,VS,Green,Blue,Medium,IGI,878676,E1,2010-07-30
426130388,11.75,F,Orange,Blue,Orangey,Light,SI3,Poor,Excellent,Very Good,5.3,4.9,11.05,12.18,12.16,TN,XTN,VS,White,Yellow,Slight,HRD,166063,Borderline,2019-10-29
243700528,2.11,H,Green,Green,Grayish,Fancy Deep,VVS2,Poor,Very Good,Poor,4.4,7.7,5.9,13.7,12.69,VTK,XTK,EL,Orange,Orange,Medium,HRD,1136467,Yes,2014-09-15
708211520,3.29,I,Purple,Yellow,Greenish,Fancy Intense,VVS2,Excellent,Poor,Fair,6.1,1.1,6.58,3.96,4.23,STN,M,SL,Blue,Orange,Slight,GIA,549426,E1,2010-09-01
635173098,5.38,E,Blue,Green,Grayish,Fancy Dark,IF,Good,Good,Poor,6.4,1.3,13.69,13.39,7.69,VTN,TK,L,Orange,Blue,Very Slight,HRD,36640,E1,2008-06-18
224975744,10.55,E,Chameleon,Yellow,Grayish,Very Light,I1,Poor,Good,Fair,2.9,0.4,13.14,11.82,9.48,XTK,TN,L,Yellow,Blue,Slight,IGI,850023,No,2007-12-11
393973370,4.44,I,Black,Brown,Brownish,Fancy Vivid,VS1,Fair,Fair,Poor,1.9,3.4,8.03,3.44,15.34,VTN,VTK,N,Green,Yellow,Faint,IGI,101122,Borderline,2024-01-04
759097397,12.6,E,Pink,Orange,Grayish,Fancy Vivid,SI3,Excellent,Good,Good,8.8,6.3,14.11,14.66,8.45,M,XTN,L,White,Yellow,Strong,HRD,39125,Yes,2023-07-31
900874474,17.0,F,Orange,Yellow,Greenish,Fancy Light,SI1,Good,Very Good,Excellent,6.8,6.3,7.48,16.06,5.11,XTN,STK,M,Orange,Green,Very Slight,IGI,1337663,E1,2006-11-17
